"species","latitude","longitude","taxa","icmbio.cat"
"Geositta poeciloptera",-15.7167,-47.95,"Birds","VU"
"Geositta poeciloptera",-15.7,-47.9,"Birds","VU"
"Geositta poeciloptera",-15.6167,-47.6667,"Birds","VU"
"Geositta poeciloptera",-15.5333,-47.6167,"Birds","VU"
"Geositta poeciloptera",-18.4085,-52.5494,"Birds","VU"
"Geositta poeciloptera",-17.5695,-52.5514,"Birds","VU"
"Geositta poeciloptera",-16.7695,-47.6144,"Birds","VU"
"Geositta poeciloptera",-15.9167,-52.25,"Birds","VU"
"Geositta poeciloptera",-15.5333,-49.45,"Birds","VU"
"Geositta poeciloptera",-14.7,-47.5333,"Birds","VU"
"Geositta poeciloptera",-14.1335,-47.5104,"Birds","VU"
"Geositta poeciloptera",-14.5833,-49.0333,"Birds","VU"
"Geositta poeciloptera",-21.7333,-44.05,"Birds","VU"
"Geositta poeciloptera",-21.7136,-44.4444,"Birds","VU"
"Geositta poeciloptera",-21.4886,-44.6434,"Birds","VU"
"Geositta poeciloptera",-21.1366,-44.2624,"Birds","VU"
"Geositta poeciloptera",-21.1105,-44.1784,"Birds","VU"
"Geositta poeciloptera",-21.0585,-44.0804,"Birds","VU"
"Geositta poeciloptera",-20.3445,-46.8544,"Birds","VU"
"Geositta poeciloptera",-20.3333,-46.3833,"Birds","VU"
"Geositta poeciloptera",-20.25,-46.6167,"Birds","VU"
"Geositta poeciloptera",-20.2455,-46.3664,"Birds","VU"
"Geositta poeciloptera",-19.9225,-46.8234,"Birds","VU"
"Geositta poeciloptera",-19.8655,-47.4404,"Birds","VU"
"Geositta poeciloptera",-19.8333,-46.85,"Birds","VU"
"Geositta poeciloptera",-19.75,-47.9167,"Birds","VU"
"Geositta poeciloptera",-19.6333,-43.8833,"Birds","VU"
"Geositta poeciloptera",-19.2833,-48.0167,"Birds","VU"
"Geositta poeciloptera",-19.2333,-48.0833,"Birds","VU"
"Geositta poeciloptera",-18.95,-46.9833,"Birds","VU"
"Geositta poeciloptera",-18.9445,-46.9934,"Birds","VU"
"Geositta poeciloptera",-18.5333,-47.8667,"Birds","VU"
"Geositta poeciloptera",-17.5667,-47.1333,"Birds","VU"
"Geositta poeciloptera",-17.2167,-46.8667,"Birds","VU"
"Geositta poeciloptera",-15.4167,-42.8,"Birds","VU"
"Geositta poeciloptera",-21.4667,-54.8833,"Birds","VU"
"Geositta poeciloptera",-20.7833,-51.7,"Birds","VU"
"Geositta poeciloptera",-20.8,-51.7167,"Birds","VU"
"Geositta poeciloptera",-17.2095,-54.1505,"Birds","VU"
"Geositta poeciloptera",-15.4167,-55.8,"Birds","VU"
"Geositta poeciloptera",-11.3333,-59,"Birds","VU"
"Geositta poeciloptera",-23.8,-48.45,"Birds","VU"
"Geositta poeciloptera",-23.6167,-48.1,"Birds","VU"
"Geositta poeciloptera",-23.5333,-46.9,"Birds","VU"
"Geositta poeciloptera",-12.2,-60.1,"Birds","VU"
"Geositta poeciloptera",-23.6333,-47.9667,"Birds","VU"
"Geositta poeciloptera",-23.4333,-47.6,"Birds","VU"
"Geositta poeciloptera",-24.1167,-49.3333,"Birds","VU"
"Geositta poeciloptera",-23.6333,-47.8,"Birds","VU"
"Geositta poeciloptera",-14.5667,-60.6667,"Birds","VU"
"Geositta poeciloptera",-14.5167,-60.3833,"Birds","VU"
"Geositta poeciloptera",-22.25,-47.8667,"Birds","VU"
"Geositta poeciloptera",-20.8833,-47.6167,"Birds","VU"
"Geositta poeciloptera",-20.85,-47.5833,"Birds","VU"
"Geositta poeciloptera",-20.5333,-47.4,"Birds","VU"
"Geositta poeciloptera",-18.2495,-43.6004,"Birds","VU"
"Geositta poeciloptera",-23.6,-48.05,"Birds","VU"
"Geositta poeciloptera",-12.4,-47.6833,"Birds","VU"
"Gyldenstolpia planaltensis",-15.7833,-47.9333,"Mammals","EN"
"Gyldenstolpia planaltensis",-15.5833,-47.5833,"Mammals","EN"
"Gyldenstolpia planaltensis",-12.8167,-51.7667,"Mammals","EN"
"Heterodactylus lundii",-20.2333,-46.65,"Reptiles","VU"
"Heterodactylus lundii",-19.3333,-43.6167,"Reptiles","VU"
"Heterodactylus lundii",-17.6667,-44.5833,"Reptiles","VU"
"Hydropsalis candicans",-24.1667,-55.25,"Birds","EN"
"Hydropsalis candicans",-14.8667,-66.3167,"Birds","EN"
"Hydropsalis candicans",-18.4085,-52.5494,"Birds","EN"
"Hydropsalis candicans",-15.5833,-56.0833,"Birds","EN"
"Hydropsalis candicans",-17.5695,-52.5514,"Birds","EN"
"Hydropsalis candicans",-22.2,-46.95,"Birds","EN"
"Hydropsalis candicans",-18,-52.75,"Birds","EN"
"Hydropsalis candicans",-19.1525,-47.6747,"Birds","EN"
"Hydropsalis candicans",-19.7483,-47.9319,"Birds","EN"
"Hydropsalis candicans",-23.8167,-56.3,"Birds","EN"
"Juscelinomys candango",-15.7833,-47.9333,"Mammals","CR"
"Kentropyx vanzoi",-13.9,-60.8167,"Reptiles","VU"
"Kentropyx vanzoi",-13.95,-60.8167,"Reptiles","VU"
"Kentropyx vanzoi",-12.5201,-60.4128,"Reptiles","VU"
"Kentropyx vanzoi",-14.9833,-55.7333,"Reptiles","VU"
"Kentropyx vanzoi",-15.3,-55.85,"Reptiles","VU"
"Kentropyx vanzoi",-14.4,-56.4333,"Reptiles","VU"
"Kentropyx vanzoi",-13.2333,-53.0667,"Reptiles","VU"
"Kentropyx vanzoi",-14.9667,-52.3167,"Reptiles","VU"
"Kentropyx vanzoi",-16.25,-56.6167,"Reptiles","VU"
"Kentropyx vanzoi",-15.65,-57.2,"Reptiles","VU"
"Kentropyx vanzoi",-12.8167,-51.7667,"Reptiles","VU"
"Kentropyx vanzoi",-11.75,-50.7333,"Reptiles","VU"
"Kentropyx vanzoi",-21.7667,-52.15,"Reptiles","VU"
"Kentropyx vanzoi",-12.7333,-60.1333,"Reptiles","VU"
"Kerodon acrobata",-13.8333,-46.8333,"Mammals","VU"
"Kerodon acrobata",-13.85,-46.9333,"Mammals","VU"
"Kerodon acrobata",-13.0711,-46.7389,"Mammals","VU"
"Kerodon acrobata",-13.2667,-46.8,"Mammals","VU"
"Kerodon acrobata",-11.6167,-46.8167,"Mammals","VU"
"Kerodon acrobata",-12.65,-46.4667,"Mammals","VU"
"Knipolegus franciscanus",-14.9856,-47.7842,"Birds","VU"
"Knipolegus franciscanus",-12.7131,-46.4078,"Birds","VU"
"Knipolegus franciscanus",-15.3233,-44.7544,"Birds","VU"
"Knipolegus franciscanus",-15.63,-48.06,"Birds","VU"
"Knipolegus franciscanus",-16.2064,-44.4333,"Birds","VU"
"Knipolegus franciscanus",-15.8006,-46.9267,"Birds","VU"
"Knipolegus franciscanus",-13.295,-46.3931,"Birds","VU"
"Knipolegus franciscanus",-17.2797,-43.95,"Birds","VU"
"Knipolegus franciscanus",-14.4486,-47.0503,"Birds","VU"
"Knipolegus franciscanus",-15.5372,-47.3344,"Birds","VU"
"Knipolegus franciscanus",-16.2172,-44.9064,"Birds","VU"
"Knipolegus franciscanus",-15.1022,-44.0919,"Birds","VU"
"Knipolegus franciscanus",-14.4139,-43.5544,"Birds","VU"
"Knipolegus franciscanus",-15.4881,-44.3617,"Birds","VU"
"Knipolegus franciscanus",-17.7575,-44.1722,"Birds","VU"
"Knipolegus franciscanus",-14.8547,-43.9219,"Birds","VU"
"Knipolegus franciscanus",-18.3253,-44.1192,"Birds","VU"
"Knipolegus franciscanus",-16.735,-43.8617,"Birds","VU"
"Knipolegus franciscanus",-16.5042,-46.4933,"Birds","VU"
"Knipolegus franciscanus",-13.7419,-46.8803,"Birds","VU"
"Knipolegus franciscanus",-12.9311,-46.5736,"Birds","VU"
"Knipolegus franciscanus",-15.4528,-47.6142,"Birds","VU"
"Knipolegus franciscanus",-12.0908,-46.4792,"Birds","VU"
"Knipolegus franciscanus",-18.4178,-46.4181,"Birds","VU"
"Knipolegus franciscanus",-12.3633,-44.9733,"Birds","VU"
"Knipolegus franciscanus",-13.3983,-46.3183,"Birds","VU"
"Knipolegus franciscanus",-15.9292,-44.0078,"Birds","VU"
"Knipolegus franciscanus",-13.5625,-43.5967,"Birds","VU"
"Knipolegus franciscanus",-12.7058,-44.0067,"Birds","VU"
"Knipolegus franciscanus",-12.4039,-46.4361,"Birds","VU"
"Knipolegus franciscanus",-16.3575,-46.9061,"Birds","VU"
"Knipolegus franciscanus",-16.0642,-46.2542,"Birds","VU"
"Laterallus xenopterus",-22.8806,-49.2389,"Birds","EN"
"Laterallus xenopterus",-17.3511,-44.9622,"Birds","EN"
"Laterallus xenopterus",-20.4428,-54.6464,"Birds","EN"
"Laterallus xenopterus",-15.3056,-45.6183,"Birds","EN"
"Laterallus xenopterus",-16.7686,-47.6136,"Birds","EN"
"Laterallus xenopterus",-22.1,-48.3175,"Birds","EN"
"Laterallus xenopterus",-18.6425,-50.0661,"Birds","EN"
"Laterallus xenopterus",-17.2089,-54.1503,"Birds","EN"
"Laterallus xenopterus",-20.0225,-45.5436,"Birds","EN"
"Laterallus xenopterus",-10.5475,-46.4211,"Birds","EN"
"Laterallus xenopterus",-18.9439,-46.9925,"Birds","EN"
"Laterallus xenopterus",-19.2244,-44.9353,"Birds","EN"
"Laterallus xenopterus",-20.0872,-45.2936,"Birds","EN"
"Laterallus xenopterus",-13.3983,-46.3183,"Birds","EN"
"Laterallus xenopterus",-20.7511,-51.6783,"Birds","EN"
"Lonchophylla bokermanni",-14.2667,-42.5,"Mammals","VU"
"Lonchophylla bokermanni",-18.3833,-43.0167,"Mammals","VU"
"Lonchophylla bokermanni",-18.2667,-43.3833,"Mammals","VU"
"Lonchophylla bokermanni",-19.2667,-43.6,"Mammals","VU"
"Lonchophylla bokermanni",-11.0833,-41.3,"Mammals","VU"
"Lonchophylla bokermanni",-19.4,-43.3333,"Mammals","VU"
"Lonchophylla dekeyseri",-14.55,-60.7,"Mammals","EN"
"Lonchophylla dekeyseri",-15.5333,-47.8667,"Mammals","EN"
"Lonchophylla dekeyseri",-15.6667,-48,"Mammals","EN"
"Lonchophylla dekeyseri",-17.3333,-53.8333,"Mammals","EN"
"Lonchophylla dekeyseri",-16.6667,-54.6667,"Mammals","EN"
"Lonchophylla dekeyseri",-14.25,-51.75,"Mammals","EN"
"Lonchophylla dekeyseri",-15.85,-52.25,"Mammals","EN"
"Lonchophylla dekeyseri",-15.9333,-47.8833,"Mammals","EN"
"Lonchophylla dekeyseri",-15.5667,-48.1167,"Mammals","EN"
"Lonchophylla dekeyseri",-15.5,-48.1667,"Mammals","EN"
"Lonchophylla dekeyseri",-15.5,-48.15,"Mammals","EN"
"Lonchophylla dekeyseri",-15.8667,-48.1833,"Mammals","EN"
"Lonchophylla dekeyseri",-19.0167,-57.75,"Mammals","EN"
"Lonchophylla dekeyseri",-17.1142,-50.5716,"Mammals","EN"
"Lonchophylla dekeyseri",-16.6333,-41.8333,"Mammals","EN"
"Lonchophylla dekeyseri",-15.49,-46.36,"Mammals","EN"
"Lonchophylla dekeyseri",-14.4833,-46.1,"Mammals","EN"
"Lonchophylla dekeyseri",-10.6667,-46.8667,"Mammals","EN"
"Lonchophylla dekeyseri",-15.45,-48.15,"Mammals","EN"
"Lonchophylla dekeyseri",-15.55,-47.75,"Mammals","EN"
"Lonchophylla dekeyseri",-15.65,-57.2,"Mammals","EN"
"Lonchophylla dekeyseri",-11.2333,-46.85,"Mammals","EN"
"Lonchophylla dekeyseri",-3.9333,-41.7333,"Mammals","EN"
"Lonchophylla dekeyseri",-17.5333,-54.4333,"Mammals","EN"
"Lonchophylla dekeyseri",-15.5833,-48.0167,"Mammals","EN"
"Lonchophylla dekeyseri",-15.8759,-47.8757,"Mammals","EN"
"Lonchophylla dekeyseri",-14.5071,-46.731,"Mammals","EN"
"Lonchophylla dekeyseri",-14.4302,-46.4604,"Mammals","EN"
"Lonchophylla dekeyseri",-18.3476,-52.7657,"Mammals","EN"
"Lycalopex vetulus",-13.95,-52.45,"Mammals","VU"
"Lycalopex vetulus",-22.8,-49.2333,"Mammals","VU"
"Lycalopex vetulus",-16.3167,-48.95,"Mammals","VU"
"Lycalopex vetulus",-23.583,-48.383,"Mammals","VU"
"Lycalopex vetulus",-15.8759,-47.8757,"Mammals","VU"
"Lycalopex vetulus",-15.75,-48.0667,"Mammals","VU"
"Lycalopex vetulus",-17.7167,-48.6667,"Mammals","VU"
"Lycalopex vetulus",-14.55,-52.7667,"Mammals","VU"
"Lycalopex vetulus",-14.2833,-52.9333,"Mammals","VU"
"Lycalopex vetulus",-17.9333,-47.6667,"Mammals","VU"
"Lycalopex vetulus",-13.65,-47.8,"Mammals","VU"
"Lycalopex vetulus",-13.95,-45.5833,"Mammals","VU"
"Lycalopex vetulus",-18.9833,-56.65,"Mammals","VU"
"Lycalopex vetulus",-14.8667,-55.8,"Mammals","VU"
"Lycalopex vetulus",-15.4333,-55.75,"Mammals","VU"
"Lycalopex vetulus",-15.4167,-55.7833,"Mammals","VU"
"Lycalopex vetulus",-20.54,-47.4,"Mammals","VU"
"Lycalopex vetulus",-19.54,-44.38,"Mammals","VU"
"Lycalopex vetulus",-14.2333,-45.7667,"Mammals","VU"
"Lycalopex vetulus",-7.5167,-39.3167,"Mammals","VU"
"Lycalopex vetulus",-20.7167,-56.8667,"Mammals","VU"
"Lycalopex vetulus",-12.1667,-59.7167,"Mammals","VU"
"Lycalopex vetulus",-19.6272,-43.8897,"Mammals","VU"
"Lycalopex vetulus",-12.5333,-41.4,"Mammals","VU"
"Lycalopex vetulus",-21.6167,-55.1667,"Mammals","VU"
"Lycalopex vetulus",-10.6667,-46.8667,"Mammals","VU"
"Lycalopex vetulus",-18.2667,-52.8833,"Mammals","VU"
"Lycalopex vetulus",-14.5167,-52.3333,"Mammals","VU"
"Lycalopex vetulus",-14.6833,-52.3333,"Mammals","VU"
"Lycalopex vetulus",-14.5,-52.35,"Mammals","VU"
"Lycalopex vetulus",-14.7667,-52.65,"Mammals","VU"
"Lycalopex vetulus",-14.7,-52.35,"Mammals","VU"
"Lycalopex vetulus",-12.6267,-47.8869,"Mammals","VU"
"Lycalopex vetulus",-20.2065,-47.4384,"Mammals","VU"
"Lycalopex vetulus",-17.35,-44.9333,"Mammals","VU"
"Lycalopex vetulus",-15.5833,-47.5833,"Mammals","VU"
"Lycalopex vetulus",-13.0667,-51.8333,"Mammals","VU"
"Lycalopex vetulus",-21.1667,-47.8,"Mammals","VU"
"Lycalopex vetulus",-11.2333,-46.85,"Mammals","VU"
"Lycalopex vetulus",-21.6167,-47.6167,"Mammals","VU"
"Lycalopex vetulus",-21.9667,-46.8,"Mammals","VU"
"Lycalopex vetulus",-12.5336,-48.23,"Mammals","VU"
"Lycalopex vetulus",-23.35,-47.85,"Mammals","VU"
"Lycalopex vetulus",-22.545,-52.234,"Mammals","VU"
"Lycalopex vetulus",-18.95,-48.2,"Mammals","VU"
"Lycalopex vetulus",-15.8333,-46.5,"Mammals","VU"
"Lycalopex vetulus",-17.4646,-48.2019,"Mammals","VU"
"Lycalopex vetulus",-9.4833,-41.35,"Mammals","VU"
"Lycalopex vetulus",-13.252,-45.769,"Mammals","VU"
"Lycalopex vetulus",-15.45,-47.6167,"Mammals","VU"
"Lycalopex vetulus",-18.266,-48.149,"Mammals","VU"
"Lycalopex vetulus",-16.6833,-49.25,"Mammals","VU"
"Lycalopex vetulus",-15.85,-48.949,"Mammals","VU"
"Lycalopex vetulus",-7.534,-46.037,"Mammals","VU"
"Lycalopex vetulus",-7.217,-44.567,"Mammals","VU"
"Lycalopex vetulus",-7.34,-47.439,"Mammals","VU"
"Lycalopex vetulus",-7.083,-45.15,"Mammals","VU"
"Lycalopex vetulus",-18.6333,-48.1833,"Mammals","VU"
"Lycalopex vetulus",-15.958,-46.367,"Mammals","VU"
"Lycalopex vetulus",-18.32,-47.136,"Mammals","VU"
"Lycalopex vetulus",-17.9935,-43.6101,"Mammals","VU"
"Lycalopex vetulus",-18.15,-43.3833,"Mammals","VU"
"Lycalopex vetulus",-15.2667,-45.8667,"Mammals","VU"
"Lycalopex vetulus",-19.37,-43.62,"Mammals","VU"
"Lycalopex vetulus",-22.2539,-45.9206,"Mammals","VU"
"Lycalopex vetulus",-20.245,-46.365,"Mammals","VU"
"Lycalopex vetulus",-20.448,-54.616,"Mammals","VU"
"Lycalopex vetulus",-18.4667,-57.3667,"Mammals","VU"
"Lycalopex vetulus",-19.5,-56.2167,"Mammals","VU"
"Lycalopex vetulus",-15.0735,-57.1815,"Mammals","VU"
"Lycalopex vetulus",-15.6,-56.1,"Mammals","VU"
"Lycalopex vetulus",-12.9995,-60,"Mammals","VU"
"Lycalopex vetulus",-20.2833,-56.0667,"Mammals","VU"
"Lycalopex vetulus",-4.249,-42.299,"Mammals","VU"
"Lycalopex vetulus",-8.7333,-45.0833,"Mammals","VU"
"Lycalopex vetulus",-9.2056,-43.4886,"Mammals","VU"
"Lycalopex vetulus",-7.122,-42.346,"Mammals","VU"
"Lycalopex vetulus",-8.6974,-42.6105,"Mammals","VU"
"Lycalopex vetulus",-4.2333,-42.2833,"Mammals","VU"
"Lycalopex vetulus",-21.7944,-48.1756,"Mammals","VU"
"Lycalopex vetulus",-22.2334,-49.0852,"Mammals","VU"
"Lycalopex vetulus",-22.72,-47.6397,"Mammals","VU"
"Lycalopex vetulus",-22.2945,-46.9278,"Mammals","VU"
"Lycalopex vetulus",-21.2256,-47.8503,"Mammals","VU"
"Lycalopex vetulus",-22.1,-48.05,"Mammals","VU"
"Lycalopex vetulus",-22.9626,-47.0153,"Mammals","VU"
"Lycalopex vetulus",-22.2463,-47.9167,"Mammals","VU"
"Lycalopex vetulus",-21.5833,-47.8,"Mammals","VU"
"Lycalopex vetulus",-21.85,-47.4667,"Mammals","VU"
"Lycalopex vetulus",-21.765,-52.1,"Mammals","VU"
"Lycalopex vetulus",-22.564,-53.035,"Mammals","VU"
"Lycalopex vetulus",-22.019,-47.894,"Mammals","VU"
"Lycalopex vetulus",-20.793,-49.35,"Mammals","VU"
"Lycalopex vetulus",-21.473,-47.471,"Mammals","VU"
"Lycalopex vetulus",-11.325,-48.946,"Mammals","VU"
"Lycalopex vetulus",-10.1167,-48.6167,"Mammals","VU"
"Lycalopex vetulus",-9.8667,-48.1167,"Mammals","VU"
"Lycalopex vetulus",-10.693,-47.817,"Mammals","VU"
"Microakodontomys transitorius",-15.6667,-48,"Mammals","EN"
"Microakodontomys transitorius",-16.0167,-47.95,"Mammals","EN"
"Nothura minor",-22.9333,-48.4667,"Birds","EN"
"Nothura minor",-23.7167,-48.45,"Birds","EN"
"Nothura minor",-18.8833,-47.6333,"Birds","EN"
"Nothura minor",-23.1167,-48.25,"Birds","EN"
"Nothura minor",-22.8667,-48.4333,"Birds","EN"
"Nothura minor",-23.7167,-48.5167,"Birds","EN"
"Nothura minor",-20.45,-54.6167,"Birds","EN"
"Nothura minor",-22.25,-51.0333,"Birds","EN"
"Nothura minor",-15.4167,-55.8,"Birds","EN"
"Nothura minor",-14.1167,-47.5167,"Birds","EN"
"Nothura minor",-18.75,-44.4167,"Birds","EN"
"Nothura minor",-18.25,-43.6,"Birds","EN"
"Nothura minor",-15.5333,-47.6167,"Birds","EN"
"Nothura minor",-22.2167,-47.9,"Birds","EN"
"Nothura minor",-24.0833,-49.2,"Birds","EN"
"Nothura minor",-15.7833,-47.9167,"Birds","EN"
"Nothura minor",-21.2833,-54.8167,"Birds","EN"
"Nothura minor",-19.9667,-54.9167,"Birds","EN"
"Nothura minor",-21.5333,-54.9833,"Birds","EN"
"Nothura minor",-21.4667,-54.8833,"Birds","EN"
"Nothura minor",-23.1,-48.25,"Birds","EN"
"Nothura minor",-22.8333,-48.6667,"Birds","EN"
"Nothura minor",-16.6667,-49.2667,"Birds","EN"
"Nothura minor",-23.6,-48.05,"Birds","EN"
"Nothura minor",-24.1167,-49.3333,"Birds","EN"
"Nothura minor",-23.1,-48.6167,"Birds","EN"
"Nothura minor",-19.6333,-43.8833,"Birds","EN"
"Nothura minor",-16.25,-47.9333,"Birds","EN"
"Nothura minor",-17.5695,-52.5514,"Birds","EN"
"Nothura minor",-22.2,-46.95,"Birds","EN"
"Nothura minor",-16.8667,-46.3333,"Birds","EN"
"Nothura minor",-18,-52.75,"Birds","EN"
"Nothura minor",-15.7167,-47.95,"Birds","EN"
"Nothura minor",-22.0667,-48.1667,"Birds","EN"
"Nothura minor",-21.4667,-54.9667,"Birds","EN"
"Nothura minor",-21.9667,-54.3,"Birds","EN"
"Nothura minor",-22.25,-47.8667,"Birds","EN"
"Nothura minor",-16.3667,-49.5,"Birds","EN"
"Nothura minor",-17.3,-44.35,"Birds","EN"
"Nothura minor",-23.65,-47.5167,"Birds","EN"
"Nothura minor",-23.1833,-47.2833,"Birds","EN"
"Nothura minor",-21.6,-46.9,"Birds","EN"
"Nothura minor",-20.25,-46.6167,"Birds","EN"
"Nothura minor",-15.4167,-55.75,"Birds","EN"
"Nothura minor",-15.65,-57.2167,"Birds","EN"
"Nothura minor",-15.8167,-48.05,"Birds","EN"
"Nothura minor",-21.9,-47.0333,"Birds","EN"
"Nothura minor",-23.8167,-56.3,"Birds","EN"
"Nyctiprogne vielliardi",-13.255,-43.4181,"Birds","EN"
"Nyctiprogne vielliardi",-15.1022,-44.0919,"Birds","EN"
"Nyctiprogne vielliardi",-15.4881,-44.3617,"Birds","EN"
"Nyctiprogne vielliardi",-17.2222,-46.8747,"Birds","EN"
"Nyctiprogne vielliardi",-17.345,-44.9419,"Birds","EN"
"Oligoryzomys rupestris",-14,-47.5667,"Mammals","EN"
"Oligoryzomys rupestris",-12.9835,-41.1082,"Mammals","EN"
"Oligoryzomys rupestris",-13.55,-41.9333,"Mammals","EN"
"Oligoryzomys rupestris",-19.2333,-43.55,"Mammals","EN"
"Phalotris multipunctatus",-23.7808,-56.2909,"Reptiles","EN"
"Phalotris multipunctatus",-22.2451,-48.0635,"Reptiles","EN"
"Phalotris multipunctatus",-21.8023,-54.5436,"Reptiles","EN"
"Philodryas livida",-23.7808,-56.2909,"Reptiles","VU"
"Philodryas livida",-22.7833,-49.2333,"Reptiles","VU"
"Philodryas livida",-22.4692,-48.9875,"Reptiles","VU"
"Philodryas livida",-20.4667,-55.8111,"Reptiles","VU"
"Philodryas livida",-22.9472,-48.8472,"Reptiles","VU"
"Philodryas livida",-22.2667,-47.9167,"Reptiles","VU"
"Philodryas livida",-20.4333,-54.6333,"Reptiles","VU"
"Philodryas livida",-22.0825,-47.8686,"Reptiles","VU"
"Philodryas livida",-22.9833,-48.6833,"Reptiles","VU"
"Philodryas livida",-22.25,-47.8167,"Reptiles","VU"
"Philodryas livida",-22.7667,-48.8833,"Reptiles","VU"
"Philodryas livida",-22.5833,-48.8,"Reptiles","VU"
"Philodryas livida",-22.565,-47.402,"Reptiles","VU"
"Philodryas livida",-18.2514,-52.885,"Reptiles","VU"
"Philodryas livida",-18.1917,-52.87,"Reptiles","VU"
"Philodryas livida",-18.1019,-52.9225,"Reptiles","VU"
"Philodryas livida",-18.0564,-52.9408,"Reptiles","VU"
"Philodryas livida",-18.01,-52.9733,"Reptiles","VU"
"Philodryas livida",-17.6644,-53.2172,"Reptiles","VU"
"Philodryas livida",-20.0767,-56.7675,"Reptiles","VU"
"Philodryas livida",-22.7167,-48.5667,"Reptiles","VU"
"Phyllomyias reiseri",-22.5,-57,"Birds","EN"
"Phyllomyias reiseri",-21.1215,-56.4825,"Birds","EN"
"Phyllomyias reiseri",-15.7833,-47.9167,"Birds","EN"
"Phyllomyias reiseri",-15.7945,-48.7764,"Birds","EN"
"Phyllomyias reiseri",-14.2833,-43.3333,"Birds","EN"
"Phyllomyias reiseri",-13.4,-46.3167,"Birds","EN"
"Phyllomyias reiseri",-21.2667,-56.6667,"Birds","EN"
"Phyllomyias reiseri",-13.75,-44.4667,"Birds","EN"
"Phyllomyias reiseri",-21.25,-56.7,"Birds","EN"
"Phyllomyias reiseri",-18.8333,-47.8333,"Birds","EN"
"Phyllomyias reiseri",-15.1333,-44.0667,"Birds","EN"
"Phyllomyias reiseri",-20.8667,-56.6,"Birds","EN"
"Phyllomyias reiseri",-13.9167,-46.6667,"Birds","EN"
"Phyllomyias reiseri",-11.9167,-46.55,"Birds","EN"
"Phyllomyias reiseri",-15.7167,-49.3333,"Birds","EN"
"Phyllomyias reiseri",-15.8833,-46.0167,"Birds","EN"
"Phyllomyias reiseri",-15.5333,-47.3333,"Birds","EN"
"Phyllomyias reiseri",-9.65,-45.4667,"Birds","EN"
"Phyllomyias reiseri",-15.0833,-44.1167,"Birds","EN"
"Phyllomyias reiseri",-15.4833,-44.3667,"Birds","EN"
"Phyllomyias reiseri",-15.7167,-44.3667,"Birds","EN"
"Phyllomyias reiseri",-15.15,-44.25,"Birds","EN"
"Phyllomyias reiseri",-20.7167,-56.8667,"Birds","EN"
"Phyllomyias reiseri",-12.0915,-46.4794,"Birds","EN"
"Phyllomyias reiseri",-19.6667,-51.1833,"Birds","EN"
"Phyllomyias reiseri",-15.2,-47.5667,"Birds","EN"
"Phyllomyias reiseri",-10.2167,-44.6333,"Birds","EN"
"Phyllomys brasiliensis",-19.5411,-43.9411,"Mammals","EN"
"Phyllomys brasiliensis",-19.28,-43.95,"Mammals","EN"
"Phyllomys brasiliensis",-18.7231,-45.0536,"Mammals","EN"
"Phyllomys brasiliensis",-18.8603,-45.0267,"Mammals","EN"
"Phylloscartes roquettei",-15.8006,-46.9267,"Birds","EN"
"Phylloscartes roquettei",-15.1603,-48.2839,"Birds","EN"
"Phylloscartes roquettei",-15.4528,-47.6142,"Birds","EN"
"Phylloscartes roquettei",-16.8505,-42.0704,"Birds","EN"
"Phylloscartes roquettei",-17.1085,-43.8154,"Birds","EN"
"Phylloscartes roquettei",-15.45,-44.4167,"Birds","EN"
"Phylloscartes roquettei",-14.0695,-42.4754,"Birds","EN"
"Phylloscartes roquettei",-18.3815,-44.4564,"Birds","EN"
"Phylloscartes roquettei",-17.3833,-44.8,"Birds","EN"
"Phylloscartes roquettei",-15.6,-44.6667,"Birds","EN"
"Phylloscartes roquettei",-16.85,-41.9833,"Birds","EN"
"Phylloscartes roquettei",-17.0667,-45.9,"Birds","EN"
"Phylloscartes roquettei",-18.1833,-44.05,"Birds","EN"
"Phylloscartes roquettei",-19.5333,-44.4833,"Birds","EN"
"Phylloscartes roquettei",-17.3833,-43.8833,"Birds","EN"
"Phylloscartes roquettei",-18.0333,-44.9833,"Birds","EN"
"Phylloscartes roquettei",-18.7167,-45.0333,"Birds","EN"
"Phylloscartes roquettei",-18.7585,-44.8994,"Birds","EN"
"Phylloscartes roquettei",-17.4333,-44.1167,"Birds","EN"
"Phylloscartes roquettei",-13.7735,-42.7144,"Birds","EN"
"Phylloscartes roquettei",-15.3385,-43.6744,"Birds","EN"
"Phylloscartes roquettei",-15.7167,-44.3667,"Birds","EN"
"Phylloscartes roquettei",-15.4167,-44.4333,"Birds","EN"
"Phylloscartes roquettei",-16.7355,-43.8624,"Birds","EN"
"Phylloscartes roquettei",-17.1167,-46.8,"Birds","EN"
"Phylloscartes roquettei",-15.15,-44.25,"Birds","EN"
"Phylloscartes roquettei",-17.3455,-44.9424,"Birds","EN"
"Phylloscartes roquettei",-15.0833,-44,"Birds","EN"
"Phylloscartes roquettei",-17.35,-44.9333,"Birds","EN"
"Phylloscartes roquettei",-16.4085,-42.2634,"Birds","EN"
"Phylloscartes roquettei",-16.7167,-43.8833,"Birds","EN"
"Phylloscartes roquettei",-15.8085,-42.2334,"Birds","EN"
"Placosoma cipoense",-19.3333,-43.5333,"Reptiles","EN"
"Pyrrhura pfrimeri",-12.7135,-46.4084,"Birds","EN"
"Pyrrhura pfrimeri",-13.4,-47.2,"Birds","EN"
